id,estado,estacao,data,precipitacao,temp_max,temp_min,insolacao,evaporacao_piche,temp_comp_med,umidade_rel_med,vel_vento_med,altitude
279457,PA,37049,30/05/2019,30.8,33.9,20.9,,1.5,27.1,84.0,0.4,40.0
279458,PA,37049,31/05/2019,4.8,34.2,20.8,,1.7,27.28,80.0,0.4,40.0
279459,PA,37049,01/06/2019,8.9,34.2,21.3,,2.1,27.82,84.0,0.6,40.0
279460,PA,37049,02/06/2019,0.8,33.7,23.8,,,,85.0,1.2,40.0
279461,PA,37049,03/06/2019,0.6,34.1,20.9,,,27.46,77.5,0.4,40.0
279462,PA,37049,04/06/2019,1.6,35.4,20.7,,2.0,28.36,75.75,0.4,40.0
279463,PA,37049,05/06/2019,0.0,35.5,21.8,,2.5,28.66,71.25,0.5,40.0
279464,PA,37049,06/06/2019,0.0,34.8,21.6,,2.7,28.74,70.75,0.4,40.0
279465,PA,37049,07/06/2019,0.0,34.2,22.3,,2.7,28.6,72.5,0.9,40.0
279466,PA,37049,08/06/2019,0.0,35.9,21.8,,2.5,29.02,74.0,0.6,40.0
279467,PA,37049,09/06/2019,0.0,35.6,21.3,,3.4,28.96,75.0,0.5,40.0
279468,PA,37049,10/06/2019,0.0,35.6,21.9,,2.8,29.02,70.0,0.4,40.0
279469,PA,37049,11/06/2019,0.0,34.3,21.5,,2.9,27.92,77.25,0.5,40.0
279470,PA,37049,12/06/2019,7.5,34.8,21.8,,2.2,28.6,73.5,0.8,40.0
279471,PA,37049,13/06/2019,0.0,35.4,21.7,,2.7,29.18,72.0,0.4,40.0
279472,PA,37049,14/06/2019,0.0,35.0,22.3,,2.7,29.08,72.0,0.4,40.0
279473,PA,37049,15/06/2019,0.0,35.0,22.3,,3.0,29.18,75.0,0.6,40.0
279474,PA,37049,16/06/2019,0.0,36.2,22.5,,3.5,29.22,77.0,0.5,40.0
279475,PA,37049,17/06/2019,0.0,36.9,20.7,,3.4,29.16,64.25,0.4,40.0
279476,PA,37049,18/06/2019,0.0,36.0,21.7,0.0,3.2,28.94,71.75,0.5,40.0
279477,PA,37049,19/06/2019,11.8,33.5,19.9,,2.9,27.36,76.5,0.0,40.0
279478,PA,37049,20/06/2019,1.0,35.2,20.1,,2.4,28.02,82.0,0.6,40.0
279479,PA,37049,21/06/2019,4.1,34.6,20.9,,2.5,28.18,69.0,0.8,40.0
279480,PA,37049,22/06/2019,0.0,34.9,20.1,,3.2,28.06,76.0,0.75,40.0
279481,PA,37049,23/06/2019,0.0,35.6,19.0,,3.6,27.76,75.0,0.6,40.0
279482,PA,37049,24/06/2019,0.0,34.9,20.5,,3.3,28.16,70.5,0.5,40.0
279483,PA,37049,25/06/2019,0.0,35.4,20.3,,3.1,28.1,69.75,0.5,40.0
279484,PA,37049,26/06/2019,0.0,36.0,21.5,,3.2,28.6,70.0,0.9,40.0
279485,PA,37049,27/06/2019,0.0,33.8,21.3,,2.7,27.62,70.5,0.8,40.0
279486,PA,37049,28/06/2019,0.0,36.2,20.1,,3.0,28.68,76.5,0.4,40.0
279487,PA,37049,29/06/2019,0.0,36.6,21.0,,4.2,29.4,68.0,0.6,40.0
279488,PA,37049,30/06/2019,0.0,34.8,20.7,,4.2,28.78,68.0,0.0,40.0
279489,PA,37049,01/07/2019,0.0,37.2,20.7,,4.1,29.44,61.75,0.333333,40.0
279490,PA,37049,02/07/2019,0.0,36.7,22.2,,4.5,29.34,67.0,0.5,40.0
279491,PA,37049,03/07/2019,0.0,36.4,21.3,,3.8,28.94,65.25,0.766667,40.0
279492,PA,37049,04/07/2019,0.0,32.6,21.6,,3.1,26.84,84.0,0.4,40.0
279493,PA,37049,05/07/2019,16.2,34.9,19.7,,1.7,27.84,73.0,0.666667,40.0
279494,PA,37049,06/07/2019,0.0,34.6,20.1,,2.4,27.78,81.0,0.6,40.0
279495,PA,37049,07/07/2019,0.0,31.4,21.3,,2.7,26.42,85.0,1.15,40.0
279496,PA,37049,08/07/2019,3.7,35.0,20.3,,1.6,27.44,77.0,0.8,40.0
279497,PA,37049,09/07/2019,1.0,32.6,20.7,,2.8,26.4,81.25,0.5,40.0
279498,PA,37049,10/07/2019,2.4,34.6,19.2,,1.7,27.68,71.0,0.0,40.0
279499,PA,37049,11/07/2019,0.0,,19.2,,3.2,,,1.5,40.0
279500,PA,37049,29/07/2019,,36.4,24.3,,,,,1.15,40.0
279501,PA,37049,30/07/2019,0.0,,20.9,,3.7,,,2.3,40.0
279502,PA,37049,31/07/2019,0.0,36.2,20.5,,3.5,28.44,81.0,0.65,40.0
279503,PA,37049,01/08/2019,0.0,37.7,20.6,,3.1,28.42,67.0,1.9333330000000002,40.0
279504,PA,37049,02/08/2019,0.0,35.9,20.7,,3.8,27.52,82.75,1.166667,40.0
279505,PA,37049,03/08/2019,15.5,35.4,20.1,,2.2,28.22,77.0,0.75,40.0
279506,PA,37049,04/08/2019,0.0,34.5,20.7,,3.6,27.02,86.0,1.15,40.0
279507,PA,37049,05/08/2019,4.4,34.2,20.3,,2.5,27.78,70.25,1.266667,40.0
279508,PA,37049,06/08/2019,0.0,34.8,20.3,,3.1,28.12,67.75,1.366667,40.0
279509,PA,37049,07/08/2019,0.0,32.9,19.5,,3.4,26.44,69.5,1.333333,40.0
279510,PA,37049,08/08/2019,0.0,36.3,19.8,,3.0,27.9,64.0,0.9,40.0
279511,PA,37049,09/08/2019,0.0,36.9,19.5,,4.0,28.92,60.5,0.566667,40.0
279512,PA,37049,10/08/2019,0.0,36.6,20.1,,4.5,28.86,51.0,0.6,40.0
279513,PA,37049,11/08/2019,0.0,37.0,19.1,,4.2,28.6,62.0,1.0,40.0
279514,PA,37049,12/08/2019,0.0,36.9,20.3,,4.4,29.0,67.25,1.833333,40.0
279515,PA,37049,13/08/2019,0.0,36.1,20.3,,3.6,29.12,67.5,0.6,40.0
279516,PA,37049,14/08/2019,0.5,35.6,21.4,,3.3,29.0,72.0,1.266667,40.0
279517,PA,37049,15/08/2019,0.0,34.7,20.3,,3.2,28.34,71.75,1.166667,40.0
279518,PA,37049,16/08/2019,0.0,35.2,20.7,,2.9,28.34,63.25,1.9333330000000002,40.0
279519,PA,37049,17/08/2019,0.0,36.2,19.2,,4.0,28.34,70.0,0.75,40.0
279520,PA,37049,18/08/2019,0.0,37.2,19.7,,4.4,27.6,79.0,0.6,40.0
279521,PA,37049,19/08/2019,4.4,37.3,19.2,,3.5,28.66,63.25,1.7666669999999998,40.0
279522,PA,37049,20/08/2019,0.0,36.6,23.3,,4.4,29.1,67.25,1.9333330000000002,40.0
279523,PA,37049,21/08/2019,0.1,33.3,20.9,,3.2,27.48,63.0,1.166667,40.0
279524,PA,37049,22/08/2019,0.0,35.9,20.3,,2.2,27.08,73.25,1.9333330000000002,40.0
279525,PA,37049,23/08/2019,18.5,35.2,19.4,,2.9,26.8,75.25,1.266667,40.0
279526,PA,37049,24/08/2019,0.0,34.9,19.2,,2.7,27.96,73.0,1.75,40.0
279527,PA,37049,25/08/2019,0.0,33.6,20.1,,3.3,27.52,76.0,1.15,40.0
279528,PA,37049,26/08/2019,0.0,33.8,19.5,,2.9,27.26,75.25,0.933333,40.0
279529,PA,37049,27/08/2019,0.0,35.0,19.7,,2.5,27.96,68.5,1.033333,40.0
279530,PA,37049,28/08/2019,0.0,34.8,20.1,,3.2,28.06,69.0,1.0,40.0
279531,PA,37049,29/08/2019,0.0,35.3,20.5,,3.2,27.58,75.0,0.6,40.0
279532,PA,37049,30/08/2019,1.6,36.5,19.9,,2.9,28.18,69.0,1.266667,40.0
279533,PA,37049,31/08/2019,0.0,36.4,20.3,,3.0,28.9,72.0,1.15,40.0
279534,PA,37049,01/09/2019,0.0,36.5,20.8,,3.5,28.26,82.0,0.9,40.0
279535,PA,37049,02/09/2019,10.7,36.2,20.3,,3.0,28.98,67.5,1.533333,40.0
279536,PA,37049,03/09/2019,0.0,35.7,21.6,,3.7,29.02,67.5,1.166667,40.0
279537,PA,37049,04/09/2019,0.0,34.7,21.1,,3.5,27.84,76.75,1.533333,40.0
279538,PA,37049,05/09/2019,7.4,34.2,20.7,,2.3,28.0,69.25,1.533333,40.0
279539,PA,37049,06/09/2019,0.0,37.2,20.3,,3.3,29.16,65.25,1.166667,40.0
279540,PA,37049,07/09/2019,0.0,34.9,19.8,,4.3,28.16,58.0,1.0,40.0
279541,PA,37049,08/09/2019,0.0,34.5,20.8,,3.4,27.54,82.0,1.15,40.0
279542,PA,37049,09/09/2019,8.8,34.0,19.9,,2.2,27.42,71.5,1.9333330000000002,40.0
279543,PA,37049,10/09/2019,0.0,35.3,20.5,,2.7,27.86,74.5,0.5,40.0
279544,PA,37049,11/09/2019,0.0,33.0,20.3,,2.5,27.02,75.0,0.9,40.0
279545,PA,37049,12/09/2019,0.0,34.7,20.3,,2.3,27.94,71.0,1.533333,40.0
279546,PA,37049,13/09/2019,0.0,32.9,20.7,,2.8,27.16,80.0,0.766667,40.0
279547,PA,37049,14/09/2019,5.4,35.2,20.7,,1.7,28.14,79.0,0.75,40.0
279548,PA,37049,15/09/2019,0.0,36.7,20.7,,2.9,28.96,81.0,1.15,40.0
279549,PA,37049,16/09/2019,3.5,36.0,20.5,0.0,3.1,28.32,72.0,0.9,40.0
279550,PA,37049,17/09/2019,0.3,34.4,20.3,,3.3,27.66,74.75,1.166667,40.0
279551,PA,37049,18/09/2019,0.0,32.3,20.9,,2.8,27.28,77.25,1.066667,40.0
279552,PA,37049,19/09/2019,0.0,37.3,20.0,,2.5,29.4,61.0,1.9333330000000002,40.0
279553,PA,37049,20/09/2019,0.0,35.2,20.7,,4.5,28.18,66.75,1.533333,40.0
279554,PA,37049,21/09/2019,0.0,35.0,20.8,,3.7,28.36,73.0,1.15,40.0
279555,PA,37049,22/09/2019,0.0,35.8,20.9,,3.3,28.74,71.0,1.0,40.0
279556,PA,37049,23/09/2019,0.0,35.2,21.0,,3.3,28.96,72.25,1.166667,40.0
279557,PA,37049,24/09/2019,0.2,35.7,19.5,,3.3,27.58,74.75,1.066667,40.0
279558,PA,37049,25/09/2019,1.8,36.2,19.5,,3.1,27.52,75.25,1.433333,40.0
279559,PA,37049,26/09/2019,3.3,37.5,20.3,,2.9,29.34,63.5,1.2,40.0
279560,PA,37049,27/09/2019,0.0,37.1,21.3,,4.2,29.66,62.25,1.366667,40.0
279561,PA,37049,28/09/2019,0.0,35.9,21.3,,4.0,29.16,71.0,1.15,40.0
279562,PA,37049,29/09/2019,0.0,30.8,20.9,,3.8,27.14,76.0,1.15,40.0
279563,PA,37049,30/09/2019,4.3,35.8,20.9,,3.5,28.86,67.5,1.533333,40.0
279564,PA,37049,01/10/2019,0.0,35.5,20.7,,3.6,28.72,71.0,1.166667,40.0
279565,PA,37049,02/10/2019,0.0,35.6,21.1,,3.0,28.26,71.25,1.9666669999999997,40.0
279566,PA,37049,03/10/2019,1.9,35.0,20.5,,3.6,28.02,73.0,1.166667,40.0
279567,PA,37049,04/10/2019,3.2,35.1,20.8,,3.0,27.74,76.0,1.433333,40.0
279568,PA,37049,05/10/2019,0.5,35.4,20.5,,3.2,27.32,83.0,1.15,40.0
279569,PA,37049,06/10/2019,15.9,33.7,19.7,,2.0,27.08,88.0,1.15,40.0
279570,PA,37049,07/10/2019,0.0,34.2,20.2,,2.2,28.0,74.0,1.533333,40.0
279571,PA,37049,08/10/2019,0.0,33.0,20.9,,2.6,27.9,84.75,1.6,40.0
279572,PA,37049,09/10/2019,0.1,33.8,20.5,,2.5,27.98,71.25,1.166667,40.0
279573,PA,37049,10/10/2019,0.2,35.3,20.7,,2.8,28.56,68.0,1.5,40.0
279574,PA,37049,11/10/2019,0.0,33.5,20.6,,3.4,27.56,73.5,1.0,40.0
279575,PA,37049,12/10/2019,0.0,34.2,19.2,,2.5,27.92,72.0,1.15,40.0
279576,PA,37049,13/10/2019,0.0,34.8,20.6,,3.5,28.12,75.0,1.15,40.0
279577,PA,37049,14/10/2019,0.0,34.7,20.6,,3.0,28.1,71.25,1.4,40.0
279578,PA,37049,15/10/2019,0.0,34.3,21.0,,2.9,28.3,66.5,2.0333330000000003,40.0
279579,PA,37049,16/10/2019,0.1,34.4,20.7,,3.1,28.58,69.5,1.166667,40.0
279580,PA,37049,17/10/2019,0.0,35.8,20.7,,3.0,28.48,72.25,1.433333,40.0
279581,PA,37049,18/10/2019,0.8,34.2,20.8,,3.5,27.32,72.25,1.533333,40.0
279582,PA,37049,19/10/2019,3.6,34.4,19.5,,2.8,28.34,73.0,2.0,40.0
279583,PA,37049,20/10/2019,0.0,34.0,20.3,,3.2,27.46,82.0,1.9,40.0
279584,PA,37049,21/10/2019,8.6,35.6,19.5,,2.6,28.36,71.25,1.0,40.0
279585,PA,37049,22/10/2019,0.0,29.7,20.3,,2.7,25.52,81.0,1.0,40.0
279586,PA,37049,23/10/2019,2.2,35.9,17.6,,2.0,27.88,71.25,0.9,40.0
279587,PA,37049,24/10/2019,0.0,36.0,20.5,,3.2,29.4,68.75,0.9,40.0
279588,PA,37049,25/10/2019,0.0,35.7,21.7,,3.5,29.06,73.0,0.766667,40.0
279589,PA,37049,26/10/2019,1.2,35.6,20.5,,4.0,29.0,74.0,1.75,40.0
279590,PA,37049,27/10/2019,0.7,35.5,23.6,,3.0,29.48,81.0,1.15,40.0
279591,PA,37049,28/10/2019,0.0,35.6,20.7,,3.6,28.78,67.75,0.8,40.0
279592,PA,37049,29/10/2019,0.0,34.8,20.7,,3.7,27.4,75.25,1.1,40.0
279593,PA,37049,30/10/2019,12.8,34.5,20.0,,3.2,28.02,71.75,0.8,40.0
279594,PA,37049,31/10/2019,0.0,35.0,20.8,,2.9,28.68,73.75,1.266667,40.0
279595,PA,37049,01/11/2019,0.0,37.0,20.5,,,29.14,65.25,1.37184,40.0
279596,PA,37049,02/11/2019,0.0,36.1,20.8,,,28.78,78.0,1.54332,40.0
279597,PA,37049,03/11/2019,0.4,35.2,20.9,,,29.3,74.0,0.77166,40.0
279598,PA,37049,04/11/2019,0.0,35.8,20.3,,,28.78,66.25,1.54332,40.0
279599,PA,37049,05/11/2019,0.0,37.0,20.7,,,29.54,59.25,1.02888,40.0
279600,PA,37049,06/11/2019,0.0,33.4,20.7,,,28.22,70.5,0.34296,40.0
279601,PA,37049,07/11/2019,0.0,35.8,20.7,,,28.44,70.75,0.8574,40.0
279602,PA,37049,08/11/2019,2.0,33.6,20.7,,,27.62,83.5,1.02888,40.0
279603,PA,37049,09/11/2019,4.5,33.4,21.1,,,27.1,91.0,0.51444,40.0
279604,PA,37049,10/11/2019,23.6,34.2,20.4,,,28.12,78.0,0.51444,40.0
279605,PA,37049,11/11/2019,0.0,35.5,20.5,,,28.84,69.75,1.02888,40.0
279606,PA,37049,12/11/2019,0.0,35.9,20.9,,,28.76,70.25,1.02888,40.0
279607,PA,37049,13/11/2019,2.0,35.1,20.7,,,28.08,74.0,0.68592,40.0
279608,PA,37049,14/11/2019,4.0,34.8,20.0,,,27.76,74.75,1.20036,40.0
279609,PA,37049,15/11/2019,1.0,36.4,20.5,,,28.86,77.0,1.02888,40.0
279610,PA,37049,16/11/2019,0.1,36.1,21.0,,,28.54,74.0,0.77166,40.0
279611,PA,37049,17/11/2019,0.0,33.7,20.7,,,27.82,73.0,1.54332,40.0
279612,PA,37049,18/11/2019,0.0,35.2,20.3,,,28.08,72.5,0.0,40.0
279613,PA,37049,19/11/2019,0.3,36.4,21.5,,,29.54,73.0,1.20036,40.0
279614,PA,37049,20/11/2019,0.0,36.0,20.4,,,28.48,69.75,1.20036,40.0
279615,PA,37049,21/11/2019,6.9,29.9,19.0,,,25.48,83.25,0.34296,40.0
279616,PA,37049,22/11/2019,0.5,34.6,19.5,,,27.42,75.25,0.34296,40.0
279617,PA,37049,23/11/2019,6.7,31.7,20.5,,,26.5,86.0,0.0,40.0
279618,PA,37049,24/11/2019,9.6,33.8,19.2,,,27.24,84.0,0.0,40.0
279619,PA,37049,25/11/2019,0.1,35.9,20.5,,,29.16,70.5,1.02888,40.0
279620,PA,37049,26/11/2019,0.0,34.5,21.0,,,28.66,72.75,1.37184,40.0
279621,PA,37049,27/11/2019,0.8,34.7,20.7,,,28.72,68.25,1.37184,40.0
279622,PA,37049,28/11/2019,0.0,34.4,20.8,,,28.08,76.5,0.8574,40.0
279623,PA,37049,29/11/2019,0.3,34.5,21.3,,,28.6,75.0,0.68592,40.0
279624,PA,37049,30/11/2019,0.0,35.4,21.3,,,29.16,74.0,1.2861,40.0
279625,PA,37049,01/12/2019,0.0,35.5,21.2,,,29.26,74.0,1.02888,40.0
279626,PA,37049,02/12/2019,0.0,36.4,20.5,,,29.34,66.25,1.37184,40.0
279627,PA,37049,03/12/2019,0.0,34.7,21.5,,,28.72,71.75,1.02888,40.0
279628,PA,37049,04/12/2019,0.0,36.1,20.7,,,27.9,75.0,0.68592,40.0
279629,PA,37049,05/12/2019,18.6,,19.7,,,,,0.51444,40.0
279630,PA,37049,06/12/2019,17.4,34.0,19.5,,,27.52,86.75,1.02888,40.0
279631,PA,37049,07/12/2019,0.0,35.1,20.7,,,28.82,74.0,1.02888,40.0
279632,PA,37049,08/12/2019,0.0,35.3,20.9,,,29.16,73.0,0.77166,40.0
279633,PA,37049,09/12/2019,0.0,34.0,20.8,,,27.84,73.75,2.05776,40.0
279634,PA,37049,10/12/2019,29.0,33.6,18.8,,,27.34,76.5,1.02888,40.0
279635,PA,37049,11/12/2019,0.0,35.1,19.5,,,28.08,74.0,0.8574,40.0
279636,PA,37049,12/12/2019,0.3,33.9,19.7,,,27.98,77.75,0.68592,40.0
279637,PA,37049,13/12/2019,10.6,34.6,20.3,,,28.66,75.0,0.8574,40.0
279638,PA,37049,14/12/2019,2.8,33.6,21.0,,,27.74,87.0,2.31498,40.0
279639,PA,37049,15/12/2019,5.3,35.6,19.5,,,27.92,84.0,0.51444,40.0
279640,PA,37049,16/12/2019,0.0,33.5,20.1,,,27.14,82.25,1.37184,40.0
279641,PA,37049,17/12/2019,25.8,33.9,19.0,,,27.68,76.25,0.68592,40.0
279642,PA,37049,18/12/2019,27.6,32.4,18.1,,,26.82,80.0,0.51444,40.0
279643,PA,37049,19/12/2019,0.0,34.9,20.1,,,28.92,74.75,1.02888,40.0
279644,PA,37049,20/12/2019,0.8,32.9,19.7,,,26.84,82.0,0.34296,40.0
279645,PA,37049,21/12/2019,2.4,34.2,20.1,5.9,,28.3,79.0,0.77166,40.0
279646,PA,37049,22/12/2019,0.0,32.9,20.2,5.1,,27.82,82.0,0.51444,40.0
279647,PA,37049,23/12/2019,5.1,34.1,20.1,5.9,,28.08,75.5,0.34296,40.0
279648,PA,37049,24/12/2019,0.0,33.8,20.5,5.4,,27.9,77.75,1.20036,40.0
279649,PA,37049,25/12/2019,5.2,32.7,19.0,2.5,,27.26,88.0,0.0,40.0
279650,PA,37049,26/12/2019,0.0,30.3,20.9,0.0,,26.12,85.75,0.34296,40.0
279651,PA,37049,27/12/2019,4.9,33.5,19.2,4.5,,27.46,79.75,0.8574,40.0
279652,PA,37049,28/12/2019,0.0,33.5,25.3,5.5,,27.72,91.0,0.77166,40.0
279653,PA,37049,29/12/2019,117.8,31.6,16.9,2.1,,24.86,92.0,0.0,40.0
279654,PA,37049,30/12/2019,19.8,31.4,18.0,2.1,,25.76,86.25,1.02888,40.0
279655,PA,37049,31/12/2019,10.3,28.0,17.6,0.0,,23.64,92.75,0.51444,40.0
279656,PB,17651,25/05/2019,0.0,27.9,21.5,6.0,,23.12,84.5,2.9151599999999998,574.62
279657,PB,17651,26/05/2019,0.6,28.2,20.3,7.8,,23.3,86.5,3.4296,574.62
279658,PB,17651,27/05/2019,1.9,25.3,20.4,1.4,,22.1,90.25,3.4296,574.62
279659,PB,17651,28/05/2019,5.3,27.4,20.7,7.4,,22.82,86.5,3.6010800000000005,574.62
279660,PB,17651,29/05/2019,0.0,27.9,20.9,5.8,,23.2,90.25,4.287,574.62
279661,PB,17651,30/05/2019,4.6,25.5,21.3,2.8,,22.64,92.0,4.287,574.62
279662,PB,17651,31/05/2019,13.1,27.9,20.1,7.9,,22.88,86.0,4.11552,574.62
279663,PB,17651,01/06/2019,2.0,27.7,20.3,8.1,,22.8,83.75,3.08664,574.62
279664,PB,17651,02/06/2019,0.0,28.3,20.9,9.1,,22.92,80.5,5.1444,574.62
279665,PB,17651,03/06/2019,0.0,27.5,19.9,9.0,,22.88,82.5,3.4296,574.62
279666,PB,17651,04/06/2019,1.7,27.9,19.7,9.0,,22.9,85.75,3.94404,574.62
279667,PB,17651,05/06/2019,0.0,28.3,20.3,9.4,,22.96,82.25,4.458480000000001,574.62
279668,PB,17651,06/06/2019,0.0,27.7,20.1,10.4,,22.56,77.5,3.77256,574.62
279669,PB,17651,07/06/2019,0.0,27.9,19.3,10.4,,22.28,81.5,3.6010800000000005,574.62
279670,PB,17651,08/06/2019,0.0,27.9,19.9,10.2,,23.12,78.75,3.77256,574.62
279671,PB,17651,09/06/2019,1.9,27.5,20.2,8.1,,22.74,78.75,3.94404,574.62
279672,PB,17651,10/06/2019,0.0,26.7,20.5,0.8,,22.64,82.0,4.62996,574.62
279673,PB,17651,11/06/2019,4.5,24.5,20.3,0.2,,21.56,94.5,4.287,574.62
279674,PB,17651,12/06/2019,3.6,24.9,20.5,1.4,,22.0,93.25,4.11552,574.62
279675,PB,17651,13/06/2019,48.4,22.5,20.7,,,21.16,97.0,1.7148,574.62
279676,PB,17651,14/06/2019,34.4,24.5,19.5,0.0,,21.5,88.25,2.74368,574.62
279677,PB,17651,15/06/2019,0.0,25.3,20.1,2.0,,21.52,93.0,4.458480000000001,574.62
279678,PB,17651,16/06/2019,12.0,21.7,19.9,,,20.5,92.75,3.94404,574.62
279679,PB,17651,17/06/2019,14.7,22.9,19.1,0.0,,20.98,95.75,1.7148,574.62
279680,PB,17651,18/06/2019,14.3,,19.9,,,,,1.2861,574.62
279681,PB,17651,19/06/2019,4.6,25.9,19.5,10.6,,21.64,83.25,2.5722,574.62
279682,PB,17651,20/06/2019,0.0,25.7,19.2,9.1,,21.46,82.0,5.1444,574.62
279683,PB,17651,21/06/2019,0.0,26.3,19.3,7.3,,21.6,82.0,4.458480000000001,574.62
279684,PB,17651,22/06/2019,0.0,25.9,19.5,9.1,,21.8,83.5,3.25812,574.62
279685,PB,17651,23/06/2019,0.0,26.3,19.9,8.2,,22.04,85.25,2.9151599999999998,574.62
279686,PB,17651,24/06/2019,0.0,26.1,18.9,10.3,,21.64,87.0,2.40072,574.62
279687,PB,17651,25/06/2019,0.0,25.9,20.5,7.9,,21.76,81.5,1.88628,574.62
279688,PB,17651,26/06/2019,0.2,25.1,19.5,2.3,,21.44,96.5,2.2292400000000003,574.62
279689,PB,17651,27/06/2019,7.5,23.9,19.7,2.7,,20.96,93.75,4.62996,574.62
279690,PB,17651,28/06/2019,7.0,25.5,19.6,5.2,,21.06,85.0,5.1444,574.62
279691,PB,17651,29/06/2019,23.7,25.0,19.1,3.0,,21.02,87.75,3.77256,574.62
279692,PB,17651,30/06/2019,0.4,25.5,20.3,7.8,,21.72,89.25,3.6010800000000005,574.62
279693,PB,17651,01/07/2019,12.8,22.7,19.5,0.9,,20.64,94.5,2.5722,574.62
279694,PB,17651,02/07/2019,6.3,25.7,19.2,7.4,,21.66,88.5,1.88628,574.62
279695,PB,17651,03/07/2019,2.2,25.3,20.1,1.8,,22.04,95.5,1.02888,574.62
279696,PB,17651,04/07/2019,3.0,26.3,19.9,7.5,,22.52,91.25,3.25812,574.62
279697,PB,17651,05/07/2019,1.4,26.7,20.4,7.4,,22.22,87.0,2.5722,574.62
279698,PB,17651,06/07/2019,0.0,,20.5,,,,,3.08664,574.62
279699,PB,17651,07/07/2019,0.0,23.9,20.1,8.8,,21.76,85.75,3.94404,574.62
279700,PB,17651,08/07/2019,0.0,25.6,19.3,6.6,,21.7,82.0,4.11552,574.62
279701,PB,17651,09/07/2019,0.0,25.5,19.1,7.2,,21.4,83.5,3.94404,574.62
279702,PB,17651,10/07/2019,0.1,25.9,19.3,6.0,,21.54,88.0,5.48736,574.62
279703,PB,17651,11/07/2019,4.8,24.7,20.1,3.6,,21.08,92.5,3.4296,574.62
279704,PB,17651,12/07/2019,2.6,25.8,19.8,7.9,,21.66,83.0,3.6010800000000005,574.62
279705,PB,17651,13/07/2019,5.2,25.5,19.9,3.9,,21.82,91.0,1.37184,574.62
279706,PB,17651,14/07/2019,1.8,23.9,19.9,1.1,,20.92,95.75,4.62996,574.62
279707,PB,17651,15/07/2019,9.0,24.9,18.8,6.6,,20.74,83.5,3.94404,574.62
279708,PB,17651,16/07/2019,0.0,25.9,18.0,10.2,,21.18,82.0,3.08664,574.62
279709,PB,17651,17/07/2019,0.0,,18.5,,,,,3.8583,574.62
279710,PB,17651,18/07/2019,0.0,,18.9,,,,,7.202160000000001,574.62
279711,PB,17651,22/07/2019,13.2,20.6,18.5,0.0,,19.46,98.5,4.62996,574.62
279712,PB,17651,23/07/2019,67.2,21.7,19.3,0.3,,20.02,98.0,4.11552,574.62
279713,PB,17651,24/07/2019,28.8,20.0,,0.0,,,98.0,3.6010800000000005,574.62
279714,PB,17651,25/07/2019,31.6,23.9,18.2,4.3,,20.34,95.5,4.458480000000001,574.62
279715,PB,17651,26/07/2019,2.4,23.1,19.0,2.9,,20.18,95.5,4.11552,574.62
279716,PB,17651,27/07/2019,9.0,22.7,18.9,1.5,,20.28,97.75,3.77256,574.62
279717,PB,17651,28/07/2019,30.8,32.1,18.8,2.7,,21.74,94.0,3.77256,574.62
279718,PB,17651,29/07/2019,4.2,25.1,18.3,8.9,,20.68,86.25,4.972919999999999,574.62
279719,PB,17651,30/07/2019,0.0,25.1,18.1,7.9,,20.96,89.5,4.972919999999999,574.62
279720,PB,17651,31/07/2019,22.8,21.9,18.6,0.0,,20.02,98.0,3.25812,574.62
279721,PB,17651,01/08/2019,9.9,24.3,19.0,2.9,,21.06,94.0,2.05776,574.62
279722,PB,17651,02/08/2019,9.5,23.1,19.3,0.8,,20.44,96.75,4.11552,574.62
279723,PB,17651,03/08/2019,5.0,25.5,18.5,9.0,,20.8,87.5,5.31588,574.62
279724,PB,17651,04/08/2019,0.4,25.5,19.3,7.4,,21.32,89.75,4.62996,574.62
279725,PB,17651,05/08/2019,7.8,24.8,18.7,4.3,,20.7,89.0,6.0018,574.62
279726,PB,17651,06/08/2019,0.8,24.3,19.0,4.1,,20.42,86.75,5.8303199999999995,574.62
279727,PB,17651,07/08/2019,9.3,23.5,18.7,2.1,,20.24,96.75,4.287,574.62
279728,PB,17651,08/08/2019,15.8,23.1,18.4,5.1,,20.1,90.25,4.458480000000001,574.62
279729,PB,17651,09/08/2019,2.3,24.7,17.2,10.4,,20.14,85.25,4.287,574.62
279730,PB,17651,10/08/2019,0.0,25.3,18.3,9.1,,20.44,84.0,3.08664,574.62
279731,PB,17651,11/08/2019,0.0,25.7,18.5,8.4,,21.12,84.75,2.74368,574.62
279732,PB,17651,12/08/2019,0.0,22.9,18.1,1.0,,19.88,93.75,3.77256,574.62
279733,PB,17651,13/08/2019,6.3,25.5,18.3,10.6,,21.06,83.25,3.77256,574.62
279734,PB,17651,14/08/2019,3.3,23.3,19.5,0.1,,20.52,97.25,2.9151599999999998,574.62
279735,PB,17651,15/08/2019,9.3,23.8,19.1,3.3,,20.42,89.25,5.1444,574.62
279736,PB,17651,16/08/2019,1.2,23.1,18.7,0.6,,20.4,95.0,3.94404,574.62
279737,PB,17651,17/08/2019,6.3,25.1,19.7,7.0,,21.08,82.75,3.08664,574.62
279738,PB,17651,18/08/2019,2.4,21.7,19.1,0.3,,20.24,95.75,1.88628,574.62
279739,PB,17651,19/08/2019,6.9,25.1,19.1,5.6,,21.04,89.25,4.287,574.62
